27;4;7837;12;5;4;10;1;4;0;0;0;50;39;0
43;4;18296;9;4;2;10;0;4;1;0;0;45;39;1
30;2;8126;12;5;0;11;1;2;1;0;0;45;39;1
7;0;6087;9;4;4;0;1;4;1;0;0;45;39;0
16;4;17212;15;1;2;12;0;4;1;0;0;34;39;0
43;4;4413;15;1;0;1;1;4;0;0;0;34;39;0
36;7;8438;12;5;0;10;1;4;0;0;0;34;39;0
42;4;14597;11;15;0;4;1;4;0;0;0;34;39;0
12;4;2176;11;15;5;12;4;4;0;0;0;28;39;0
14;4;8196;1;13;0;8;1;4;0;0;0;34;39;0
19;6;16324;10;7;2;10;0;4;1;0;0;39;0;1
12;4;8926;0;12;4;10;1;4;1;0;0;34;39;0
4;4;20946;15;1;4;10;3;4;1;0;0;1;39;0
7;4;5772;6;11;4;7;1;4;1;0;26;34;39;0
4;4;5586;15;1;4;8;3;4;1;0;0;34;39;0
28;4;5186;11;15;0;8;4;4;0;0;0;34;39;0
16;6;16258;11;15;4;8;1;4;0;0;0;28;39;0
31;4;6919;9;4;2;12;0;2;1;0;0;34;39;1
5;4;5654;8;2;4;8;3;4;0;0;0;3;39;0
32;4;371;11;15;0;1;1;4;0;0;0;34;39;0
34;5;5211;9;4;2;4;5;1;0;0;0;28;36;0
16;4;19853;9;4;2;4;0;4;1;0;0;34;39;1
12;6;11196;11;15;4;3;1;4;1;0;0;45;39;1
36;4;13240;8;2;2;4;0;4;1;0;0;34;39;1
9;4;2689;15;1;4;12;3;4;1;0;0;36;39;0
38;4;7254;15;1;2;4;0;4;1;0;0;66;39;1
1;4;12871;11;15;4;8;1;4;1;0;0;17;39;0
39;4;14202;11;15;2;3;0;4;1;55;0;39;39;0
61;4;6967;11;15;6;8;1;2;0;59;0;34;39;0
4;0;12052;7;3;4;0;3;4;0;0;0;34;39;0
50;0;9055;9;4;0;0;1;4;0;0;0;56;39;0
9;4;11210;11;15;2;7;5;4;0;0;0;51;39;0
32;7;16943;9;4;2;4;0;4;1;0;0;39;39;1
10;7;14391;9;4;4;10;1;2;1;0;0;34;39;0
23;4;9168;15;1;0;1;4;4;0;0;0;16;39;0
39;4;428;11;15;6;12;1;4;0;0;41;34;39;0
28;4;7124;8;2;0;1;4;4;0;0;0;50;39;1
11;4;6204;11;15;4;4;1;4;0;0;0;34;39;0
13;4;13524;11;15;0;1;1;4;0;0;0;34;39;0
18;6;7950;15;1;2;12;0;4;1;0;0;45;39;0
26;2;6018;11;15;0;13;1;2;0;0;0;34;39;0
8;4;14551;11;15;4;6;4;2;0;0;0;17;39;0
18;4;16045;7;3;2;12;0;4;1;0;0;56;39;0
18;4;16711;11;15;2;3;0;4;1;0;0;34;39;0
7;4;18306;11;15;4;8;1;4;0;0;32;34;39;0
10;0;7851;9;4;4;0;4;1;1;0;0;17;30;0
29;4;7789;7;3;2;3;0;4;1;0;0;34;39;1
26;2;7578;12;5;0;10;4;4;0;114;0;34;39;0
10;4;20778;11;15;4;7;1;4;0;0;0;34;39;0
15;4;19205;9;4;0;3;1;4;1;0;0;45;39;1
22;2;4193;12;5;2;10;0;4;1;0;0;34;39;1
30;4;6806;11;15;2;7;5;4;0;0;0;34;39;0
55;0;1086;11;15;6;0;1;4;1;0;0;23;39;0
25;2;1457;12;5;0;10;4;4;0;0;0;39;39;0
30;4;369;8;2;2;10;0;4;1;0;0;34;39;1
3;0;2104;15;1;4;0;3;4;1;0;0;23;39;0
31;1;7554;11;15;2;1;0;4;1;0;0;34;39;1
16;4;15200;9;4;4;4;1;4;1;0;0;34;39;0
33;4;19757;15;1;2;12;0;4;1;0;0;56;39;1
7;4;3847;15;1;4;8;2;2;0;0;0;23;14;0
26;4;4529;11;15;2;3;0;4;1;0;0;34;39;1
8;4;8919;15;1;4;13;1;4;1;33;0;34;39;0
19;4;45;15;1;4;1;1;4;1;45;0;34;39;0
31;4;7206;11;15;0;12;4;4;0;0;0;23;39;0
38;4;9145;9;4;2;8;2;1;1;0;0;28;30;0
28;6;1551;15;1;2;8;0;4;1;62;0;36;39;0
24;4;10062;8;2;2;13;5;4;0;0;0;31;39;1
3;4;4449;15;1;4;1;3;4;0;0;0;17;39;0
21;7;10738;10;7;2;10;0;4;1;0;0;39;39;1
20;2;10470;11;15;2;11;0;4;1;110;0;28;39;1
21;4;410;11;15;0;3;4;4;1;0;0;34;39;0
15;4;2030;15;1;2;12;0;4;1;83;0;45;39;0
44;4;21610;12;5;6;10;1;4;0;0;0;34;39;1
23;4;10650;10;7;2;4;0;1;1;62;0;34;19;1
22;4;3258;15;1;0;1;4;2;0;0;0;34;39;0
19;4;14360;15;1;2;14;0;4;1;0;0;34;39;0
16;4;5555;9;4;2;10;0;4;1;62;0;41;39;1
23;2;18997;15;1;4;1;4;0;0;60;0;28;39;0
4;4;6046;7;3;4;1;3;4;1;0;0;28;39;0
14;2;17852;11;15;0;1;4;4;0;0;0;34;39;0
12;4;20446;14;6;4;10;3;4;1;0;0;45;39;0
9;4;7445;11;15;2;10;1;2;1;0;0;34;39;0
1;0;6158;1;13;4;0;3;4;1;0;0;34;39;0
36;4;19262;15;1;0;3;1;4;1;0;0;12;39;0
4;0;10065;15;1;4;0;4;3;0;0;0;34;39;0
11;4;476;1;13;2;4;0;4;1;0;0;45;39;1
20;6;16573;7;3;2;14;0;4;1;0;0;45;39;1
40;4;6849;9;4;2;4;5;4;0;0;0;34;39;0
31;2;3579;9;4;0;10;4;4;0;0;0;56;39;0
22;4;8199;15;1;2;7;0;4;1;0;0;34;39;0
13;4;9052;9;4;4;10;1;2;1;0;0;39;0;0
24;2;9658;12;5;0;10;4;4;0;0;0;50;39;0
33;7;18601;9;4;3;10;1;4;1;106;0;34;39;0
18;4;12261;11;15;0;4;4;4;0;0;0;34;39;0
34;4;1953;12;5;2;10;0;1;1;92;0;34;19;0
48;0;10701;1;13;2;0;0;4;1;0;0;34;26;0
4;4;12722;15;1;4;8;3;2;1;0;0;34;28;0
7;4;9057;11;15;4;1;4;4;1;0;0;56;39;0
3;4;2026;11;15;4;3;3;4;0;0;0;34;39;0
11;0;5934;9;4;3;0;1;1;0;0;0;1;36;0
33;4;17381;11;15;2;14;0;2;1;0;0;34;39;0
33;4;2994;15;1;2;10;0;4;1;0;0;34;39;0
2;4;14929;15;1;4;12;3;4;1;0;0;12;39;0
13;5;20457;11;15;2;4;0;4;1;0;0;61;2;1
26;4;7579;3;8;4;12;3;4;1;0;0;34;39;0
27;4;486;7;3;0;1;4;4;0;0;0;34;39;0
30;4;16369;11;15;2;8;0;4;1;0;0;34;26;0
8;4;8211;9;4;4;12;1;4;0;0;37;34;39;0
36;4;366;9;4;4;8;1;4;1;113;0;45;22;1
28;2;15723;15;1;0;1;4;2;0;102;0;28;39;0
26;1;8083;15;1;2;10;5;4;0;0;0;34;39;1
40;4;2854;6;11;2;3;0;2;1;0;0;34;39;1
39;1;4352;9;4;2;4;0;4;1;110;0;34;39;1
7;4;9946;15;1;4;1;3;4;0;0;0;23;39;0
14;2;9501;11;15;2;11;0;4;1;0;0;34;39;1
40;4;6719;9;4;2;10;0;4;1;107;0;34;39;1
30;2;3781;14;6;2;10;0;4;1;0;0;28;39;0
24;4;11864;0;12;2;3;0;4;1;0;0;23;0;0
6;4;9776;9;4;4;1;3;4;0;0;0;45;39;0
13;4;2707;9;4;0;4;1;4;1;0;0;34;39;0
46;6;4622;0;12;2;7;0;4;1;0;0;34;39;0
21;4;12009;15;1;2;12;0;4;1;0;0;50;39;1
21;4;21102;15;1;2;3;0;4;1;0;0;35;39;0
14;4;5844;4;9;4;5;3;4;1;0;0;17;26;0
34;2;16670;12;5;2;10;0;0;1;0;0;34;39;0
5;4;10461;11;15;4;8;3;4;0;0;0;34;39;0
6;4;2993;15;1;4;7;3;2;0;0;0;34;39;0
5;4;17844;15;1;4;12;3;4;0;0;0;12;26;0
29;4;6345;7;3;6;10;4;4;0;0;0;19;39;0
36;4;5209;15;1;4;3;1;4;1;0;0;34;39;0
41;1;2460;0;12;2;3;0;4;1;0;0;34;39;0
17;4;9990;15;1;2;12;0;4;1;0;0;17;39;0
46;4;16192;9;4;2;10;0;4;1;0;0;45;0;1
23;4;15851;11;15;5;6;1;2;1;0;0;23;39;0
7;7;4323;11;15;2;13;0;4;1;0;0;34;39;0
42;4;10434;11;15;6;8;1;4;0;0;0;1;39;0
15;6;19733;11;15;0;4;4;4;0;0;0;34;39;0
10;4;8295;6;11;4;8;3;4;1;0;0;45;26;0
38;4;3443;9;4;2;13;0;4;1;0;0;9;39;1
21;4;20226;15;1;2;12;0;4;1;0;0;45;39;0
15;4;9353;9;4;2;10;0;4;1;0;0;34;39;1
17;4;14237;11;15;0;7;1;4;1;0;0;34;39;0
15;4;9573;0;12;0;3;4;4;1;0;0;34;39;0
20;4;5752;8;2;2;1;0;4;1;0;0;34;39;0
7;4;5514;7;3;4;1;3;4;0;0;0;6;39;0
15;4;13957;11;15;1;8;2;4;0;0;0;1;39;0
52;0;6934;11;15;2;0;0;4;1;0;0;39;39;1
13;4;19335;11;15;2;12;0;4;1;0;0;50;39;0
4;4;19445;15;1;4;1;3;4;1;0;0;34;39;0
20;2;232;9;4;0;10;4;4;0;0;0;50;39;0
47;4;3591;15;1;6;8;4;4;0;0;0;16;39;0
36;4;9806;3;8;2;8;0;2;1;0;0;28;33;0
27;6;13644;11;15;4;3;1;4;1;15;0;34;39;1
26;7;20464;15;1;0;4;4;4;1;0;0;34;39;0
37;0;2112;11;15;2;0;0;4;1;0;0;34;39;1
38;4;8592;11;15;2;14;0;4;1;110;0;34;39;1
20;4;32;11;15;2;3;0;4;1;0;0;34;39;1
26;2;19619;9;4;0;10;4;2;0;0;0;36;39;0
8;4;3372;0;12;4;9;3;4;0;0;0;16;39;0
34;4;1787;5;10;2;3;0;4;1;58;0;34;39;0
21;4;6588;15;1;0;3;1;4;1;0;30;34;39;0
21;4;24;14;6;2;10;0;4;1;118;0;56;39;1
40;2;7861;15;1;0;4;4;4;0;0;0;28;39;0
1;4;1723;15;1;4;1;2;4;0;0;0;12;39;0
32;4;1325;8;2;2;6;0;4;1;0;0;39;39;0
20;4;19940;11;15;0;12;1;4;1;0;0;56;39;0
22;4;7544;15;1;0;6;1;4;1;0;0;34;39;0
27;4;8121;11;15;2;14;0;0;1;0;0;34;39;0
46;4;992;15;1;2;10;0;4;1;0;0;7;39;0
17;4;15854;15;1;2;1;0;4;1;0;0;34;39;0
5;4;8298;9;4;4;1;3;4;0;0;0;1;39;0
32;7;8318;9;4;0;10;1;4;1;0;0;34;39;0
4;4;10061;11;15;4;6;2;2;1;34;0;34;39;0
4;4;18549;6;11;4;8;4;4;1;0;0;28;26;0
5;4;275;11;15;4;8;1;4;0;0;0;16;39;0
8;4;16903;4;9;4;1;1;4;0;0;0;26;26;0
17;4;16246;8;2;2;3;0;4;1;0;0;34;9;0
34;4;209;12;5;2;11;0;4;1;0;42;34;39;1
24;4;4083;11;15;0;3;4;4;0;0;0;45;39;0
42;4;10145;4;9;0;7;4;4;0;0;0;34;39;0
11;4;5672;11;15;4;6;3;4;0;0;0;34;39;0
8;4;698;11;15;4;6;1;4;1;0;0;39;39;0
9;0;15562;11;15;4;0;4;4;0;0;0;7;39;0
23;4;19492;14;6;2;3;0;4;1;94;0;34;26;1
28;4;15814;4;9;4;7;3;4;0;0;0;28;39;0
50;5;945;9;4;2;4;0;4;1;0;0;7;39;0
3;4;6255;15;1;4;1;2;4;0;0;0;12;39;0
12;4;18033;11;15;2;4;5;4;0;0;0;34;28;0
31;4;233;9;4;4;8;4;1;0;0;0;34;40;0
33;2;11013;15;1;2;11;0;4;1;0;0;47;39;1
45;4;21221;9;4;2;10;0;4;1;0;0;45;39;1
31;6;19139;8;2;2;4;5;4;0;0;0;17;39;1
61;5;17503;9;4;2;4;0;4;1;115;0;39;39;1
4;4;1865;15;1;4;12;3;2;0;0;0;12;39;0
19;4;13880;9;4;0;12;3;4;0;0;0;34;39;0
32;2;10798;15;1;0;1;1;4;0;0;0;38;39;0
43;1;19953;11;15;4;1;1;2;0;0;0;34;39;0
16;4;14258;15;1;2;14;0;2;1;0;0;45;39;1
39;4;585;11;15;2;6;0;4;1;0;0;9;39;0
17;4;7573;11;15;2;7;0;4;1;0;0;34;39;0
0;6;19629;0;12;4;1;3;4;1;0;0;1;39;0
14;4;2294;11;15;0;10;1;4;0;0;0;34;39;0
13;4;15155;15;1;4;6;1;4;1;0;0;50;39;0
44;1;3983;14;6;2;10;0;4;1;0;0;45;39;1
4;4;8690;15;1;4;1;3;4;0;0;0;6;39;0
32;2;17913;8;2;2;3;0;4;1;0;0;34;39;1
15;4;7283;1;13;0;8;4;4;0;0;0;34;39;0
3;4;8516;15;1;4;8;3;4;0;98;0;7;39;0
17;4;8878;15;1;2;7;0;2;1;107;0;34;39;1
3;4;8601;15;1;4;12;3;4;1;0;0;23;0;0
37;4;10714;0;12;0;8;1;4;1;0;0;66;39;0
40;6;14214;0;12;2;3;0;4;1;0;0;74;39;0
44;4;11132;11;15;2;3;0;4;1;0;0;45;39;0
30;4;5391;11;15;2;3;0;4;1;0;0;38;39;0
23;4;8993;15;1;0;6;1;0;0;0;0;78;39;0
24;4;10369;9;4;4;6;1;2;1;0;0;34;0;0
6;4;6795;11;15;4;8;3;2;1;0;0;17;39;0
17;2;8262;11;15;2;14;0;4;1;0;0;39;39;0
23;4;6620;8;2;0;1;4;4;0;0;0;45;39;0
31;4;5035;11;15;0;7;4;4;0;0;0;34;39;0
19;2;15233;9;4;4;10;3;2;1;0;0;28;39;0
13;4;19371;12;5;4;13;4;4;1;0;0;39;27;0
14;4;21614;11;15;4;3;1;0;1;0;0;39;39;0
10;2;9736;12;5;4;10;3;4;1;0;0;28;39;0
14;7;21182;11;15;0;11;3;3;1;0;0;34;39;0
1;4;21114;11;15;4;6;2;4;0;0;0;20;39;0
9;4;5236;15;1;4;8;1;4;0;0;0;28;39;0
40;4;2753;11;15;2;12;0;4;1;0;0;34;39;0
5;0;15869;11;15;4;0;1;4;0;0;0;39;39;0
15;4;2981;15;1;0;12;4;4;0;0;0;23;39;0
48;4;416;15;1;6;1;1;4;0;40;0;34;39;0
18;4;14605;15;1;2;12;0;4;1;0;0;34;39;0
38;4;14188;1;13;0;12;3;4;0;0;0;12;39;0
25;5;21045;9;4;2;4;0;4;1;0;0;66;39;0
4;0;14774;15;1;4;0;3;4;1;0;0;23;39;0
11;4;16621;3;8;4;9;1;4;0;0;0;34;26;0
34;4;8999;11;15;0;12;1;4;1;0;0;39;39;0
18;4;24;0;12;0;3;1;4;1;0;0;56;39;0
20;4;8917;9;4;2;12;0;4;1;0;39;34;39;1
46;5;7696;15;1;2;4;0;4;1;0;0;39;39;1
21;4;10774;15;1;4;8;3;4;1;0;0;34;39;0
9;4;8002;9;4;4;10;3;4;0;0;0;34;39;0
40;6;20217;11;15;6;3;1;4;1;0;0;50;39;1
13;4;14863;11;15;4;7;1;4;0;0;0;34;39;0
24;7;19107;9;4;4;11;1;2;1;0;15;34;33;0
15;4;14272;9;4;2;3;0;4;1;0;0;66;26;0
10;0;18966;15;1;2;0;0;4;1;0;85;12;26;0
14;7;9607;10;7;2;10;0;4;1;0;42;66;39;1
25;7;784;9;4;0;1;4;2;0;60;0;34;39;0
6;4;17707;9;4;4;13;3;2;1;0;0;34;39;0
1;7;19597;1;13;4;1;3;4;0;0;0;44;39;0
5;4;3583;9;4;4;12;3;4;1;0;0;34;39;0
29;4;1410;11;15;2;1;0;4;1;0;0;34;39;1
8;2;15987;12;5;4;10;3;4;1;0;0;12;39;0
2;0;12582;11;15;4;0;3;2;1;0;0;28;39;0
25;4;5170;9;4;0;1;4;4;0;0;0;39;39;0
16;4;5066;9;4;2;14;0;4;1;0;0;34;39;0
53;4;13043;15;1;4;1;1;4;0;0;0;55;39;0
6;4;17641;15;1;4;8;1;2;1;0;0;17;39;0
9;4;5413;11;15;2;6;0;4;1;0;0;34;39;0
37;5;1690;7;3;2;12;0;4;1;0;0;45;39;1
22;2;10160;9;4;6;10;4;1;0;0;0;1;24;0
9;4;8148;15;1;2;14;0;4;1;0;0;47;39;1
20;4;17604;2;14;0;3;3;4;1;0;0;28;39;0
34;5;14940;12;5;2;4;0;4;1;0;0;45;39;1
33;4;14077;15;1;0;3;1;4;1;0;0;34;39;0
18;4;19780;8;2;2;3;0;4;1;0;0;45;39;0
41;4;415;15;1;4;1;1;2;0;0;0;30;39;0
25;2;12671;15;1;4;10;1;4;0;0;4;34;39;0
30;2;5782;12;5;2;10;0;4;1;0;0;56;39;1
30;4;21412;15;1;0;4;4;4;0;0;0;34;39;0
9;4;21477;11;15;2;4;0;4;1;0;0;34;39;0
8;4;14904;11;15;4;1;3;4;1;0;0;29;39;0
16;4;20512;15;1;2;12;0;4;1;0;0;12;39;0
39;6;10721;11;15;2;4;0;2;1;0;0;39;39;0
29;4;6272;1;13;0;10;4;0;1;0;0;34;39;1
40;4;10786;11;15;2;12;0;4;1;0;0;45;39;0
43;4;4578;14;6;2;10;0;4;1;0;0;66;11;1
30;7;19356;15;1;2;3;0;4;1;0;0;34;39;1
9;2;14053;15;1;4;11;3;4;1;0;0;34;39;0
44;1;10706;15;1;2;1;0;4;1;115;0;34;39;1
22;4;18830;1;13;4;3;1;2;1;0;0;34;39;0
19;5;588;15;1;0;12;4;1;1;0;0;50;39;0
43;4;21336;15;1;2;12;0;4;1;0;0;34;39;1
11;4;19279;11;15;0;14;1;4;1;0;0;56;39;0
32;6;10214;6;11;0;8;1;4;0;0;0;12;39;0
43;4;4686;15;1;2;3;0;4;1;0;0;34;4;0
24;4;10547;11;15;4;1;3;4;1;0;0;34;39;0
40;4;11733;11;15;2;8;0;4;1;0;0;34;26;0
23;4;486;11;15;2;12;5;4;0;92;0;12;39;0
35;4;21360;10;7;2;4;0;4;1;0;0;52;39;1
24;0;10435;6;11;2;0;5;1;0;0;0;34;17;0
8;4;2829;11;15;2;14;0;4;1;0;0;34;39;1
7;2;955;0;12;4;3;4;2;1;0;0;61;14;0
20;4;11547;11;15;0;1;4;4;0;0;0;30;39;0
48;0;565;1;13;0;0;1;1;0;0;0;6;39;0
61;0;13888;11;15;2;0;0;4;1;37;0;25;39;0
15;7;18434;11;15;2;11;0;4;1;0;0;39;39;0
27;5;20138;12;5;2;12;0;4;1;0;0;45;0;1
14;4;4612;11;15;4;8;1;4;1;0;0;79;39;0
11;4;9254;0;12;2;3;0;4;1;0;0;45;39;0
6;4;18052;15;1;4;7;3;2;1;0;0;34;39;0
16;4;9580;11;15;2;7;0;4;1;0;0;50;39;1
10;4;9848;15;1;2;4;0;4;1;0;0;75;39;0
26;6;2483;9;4;2;3;0;4;1;0;0;34;39;1
10;4;19365;15;1;4;5;3;4;1;0;0;39;39;0
2;4;9068;15;1;4;8;3;4;0;0;0;18;39;0
59;4;12113;4;9;4;6;1;4;1;0;0;12;39;0
23;4;4178;3;8;3;7;4;4;0;0;0;34;6;0
32;4;8824;8;2;0;12;4;4;0;0;0;34;39;0
35;4;13731;9;4;2;8;0;4;1;0;0;34;5;0
15;4;12471;0;12;4;3;2;4;1;0;0;39;39;0
25;1;16030;9;4;2;10;0;4;1;0;0;34;39;0
2;4;9457;11;15;4;8;3;4;0;0;0;34;8;0
23;4;7997;8;2;0;10;4;4;0;0;0;34;39;1
42;4;4577;11;15;0;8;1;4;0;0;0;34;39;0
17;0;14205;12;5;4;0;1;4;1;86;0;23;39;0
27;4;4938;2;14;0;7;4;4;0;0;0;34;39;0
14;4;12929;8;2;4;1;1;4;0;0;0;34;39;0
28;4;8916;8;2;0;4;1;4;0;0;0;38;39;0
14;4;10404;11;15;2;14;0;4;1;0;0;39;39;1
8;4;6026;11;15;4;1;4;4;0;0;0;40;39;0
9;4;19785;15;1;4;8;1;4;0;0;0;23;39;0
17;4;6418;6;11;5;7;4;4;0;0;0;28;6;0
37;4;20357;9;4;4;8;1;4;0;0;0;45;39;0
37;4;19247;11;15;2;7;0;4;1;0;0;34;39;1
29;4;17690;15;1;2;4;0;4;1;19;0;45;39;1
20;2;6681;9;4;2;8;0;4;1;0;0;34;39;1
1;4;10179;15;1;4;12;3;4;1;0;0;7;39;0
17;4;12139;11;15;4;7;4;2;1;0;0;34;39;0
20;4;10470;12;5;2;4;0;4;1;0;0;50;8;1
28;6;17934;8;2;2;5;0;4;1;0;0;56;39;0
29;5;1954;11;15;2;11;0;4;1;0;0;66;39;0
21;4;14590;11;15;5;9;4;2;0;0;0;23;39;0
32;4;6309;9;4;2;1;0;4;1;94;0;34;39;1
14;4;9719;15;1;2;3;0;4;1;0;0;34;39;0
5;4;15418;15;1;4;12;3;4;1;0;0;27;39;0
6;4;13064;15;1;4;1;3;4;1;0;0;34;39;0
23;4;20964;9;4;2;12;0;4;1;0;0;34;39;1
53;1;4912;11;15;2;1;0;2;1;0;0;34;39;0
17;4;17825;15;1;2;3;0;4;1;0;0;34;39;0
22;4;12563;6;11;5;3;3;4;1;0;0;28;26;0
14;4;8663;11;15;4;8;3;4;1;0;0;16;39;0
22;7;1677;11;15;5;1;4;4;0;0;87;28;39;0
13;2;1258;11;15;2;6;2;4;1;0;0;17;39;0
51;4;4257;11;15;4;12;1;4;0;0;0;23;39;0
11;4;9897;15;1;4;1;3;4;1;0;0;34;39;0
17;2;11271;9;4;2;10;0;4;1;0;0;34;39;1
0;0;14876;1;13;4;0;3;4;1;0;0;34;39;0
17;4;8676;11;15;4;1;1;4;0;0;0;34;39;0
37;4;10277;12;5;2;4;0;4;1;0;38;38;39;1
26;5;12984;9;4;0;5;1;4;1;0;0;28;39;0
44;0;1366;9;4;2;0;0;4;1;0;0;34;39;1
23;4;3343;9;4;6;4;4;4;0;0;0;34;39;0
8;4;10448;15;1;4;6;1;2;1;0;0;34;28;0
38;0;5669;11;15;4;0;1;4;0;0;0;34;39;0
